Starostni_razred,SNOMED_CT,Naziv,Datum_cepljenja,st_cepljenj
b: 18 - 59 let,840534001,COVID-19,2023-11-21,103
b: 18 - 59 let,840534001,COVID-19,2023-11-24,82
b: 18 - 59 let,840534001,COVID-19,2023-12-01,141
b: 18 - 59 let,840534001,COVID-19,2023-12-04,40
b: 18 - 59 let,840534001,COVID-19,2023-12-07,179
b: 18 - 59 let,840534001,COVID-19,2023-12-20,53
b: 18 - 59 let,840534001,COVID-19,2024-01-05,31
b: 18 - 59 let,840534001,COVID-19,2024-01-08,20
b: 18 - 59 let,840534001,COVID-19,2024-01-15,3
b: 18 - 59 let,840534001,COVID-19,2024-01-18,12
b: 18 - 59 let,840534001,COVID-19,2024-01-24,7
b: 18 - 59 let,840534001,COVID-19,2024-01-31,2
b: 18 - 59 let,840534001,COVID-19,2024-02-06,2
b: 18 - 59 let,840534001,COVID-19,2024-02-19,3
b: 18 - 59 let,840534001,COVID-19,2024-02-22,1
b: 18 - 59 let,840534001,COVID-19,2024-02-29,5
b: 18 - 59 let,840534001,COVID-19,2024-03-06,2
b: 18 - 59 let,840534001,COVID-19,2024-03-19,2
b: 18 - 59 let,840534001,COVID-19,2024-03-22,1
b: 18 - 59 let,840534001,COVID-19,2024-03-25,8
b: 18 - 59 let,840534001,COVID-19,2024-04-04,4
b: 18 - 59 let,840534001,COVID-19,2024-04-23,1
b: 18 - 59 let,840534001,COVID-19,2024-04-30,1
b: 18 - 59 let,840534001,COVID-19,2024-05-06,1
b: 18 - 59 let,840534001,COVID-19,2024-05-09,2
b: 18 - 59 let,840534001,COVID-19,2024-06-04,1
b: 18 - 59 let,840534001,COVID-19,2024-08-01,2
b: 18 - 59 let,840534001,COVID-19,2024-08-20,2
b: 18 - 59 let,840534001,COVID-19,2024-08-30,1
b: 18 - 59 let,840534001,COVID-19,2024-09-05,5
b: 18 - 59 let,840534001,COVID-19,2024-09-12,2
b: 18 - 59 let,840534001,COVID-19,2024-09-18,6
b: 18 - 59 let,840534001,COVID-19,2024-09-28,4
b: 18 - 59 let,840534001,COVID-19,2024-10-01,15
b: 18 - 59 let,840534001,COVID-19,2024-10-04,58
b: 18 - 59 let,840534001,COVID-19,2024-10-11,101
b: 18 - 59 let,840534001,COVID-19,2024-10-14,56
b: 18 - 59 let,840534001,COVID-19,2024-10-17,95
b: 18 - 59 let,840534001,COVID-19,2024-10-30,26
b: 18 - 59 let,840534001,COVID-19,2024-11-02,19
b: 18 - 59 let,840534001,COVID-19,2024-11-05,114
b: 18 - 59 let,840534001,COVID-19,2024-11-12,71
b: 18 - 59 let,840534001,COVID-19,2024-11-15,54
b: 18 - 59 let,840534001,COVID-19,2024-11-18,34
b: 18 - 59 let,840534001,COVID-19,2024-11-21,86
b: 18 - 59 let,840534001,COVID-19,2024-11-25,30
b: 18 - 59 let,840534001,COVID-19,2024-11-28,69
b: 18 - 59 let,840534001,COVID-19,2024-12-04,21
b: 18 - 59 let,840534001,COVID-19,2024-12-11,7
b: 18 - 59 let,840534001,COVID-19,2024-12-17,30
b: 18 - 59 let,840534001,COVID-19,2024-12-20,21
b: 18 - 59 let,840534001,COVID-19,2024-12-27,4
b: 18 - 59 let,840534001,COVID-19,2025-01-12,1
b: 18 - 59 let,840534001,COVID-19,2025-01-15,13
b: 18 - 59 let,840534001,COVID-19,2025-01-18,3
b: 18 - 59 let,840534001,COVID-19,2025-01-28,4
b: 18 - 59 let,840534001,COVID-19,2025-02-10,3
b: 18 - 59 let,840534001,COVID-19,2025-02-13,2
b: 18 - 59 let,840534001,COVID-19,2025-02-19,3
b: 18 - 59 let,840534001,COVID-19,2025-03-17,1
b: 18 - 59 let,840534001,COVID-19,2025-04-15,1
b: 18 - 59 let,840534001,COVID-19,2025-04-25,3
b: 18 - 59 let,840534001,COVID-19,2025-05-27,2
b: 18 - 59 let,840534001,COVID-19,2025-05-30,2
b: 18 - 59 let,840534001,COVID-19,2025-06-05,2
b: 18 - 59 let,840534001,COVID-19,2025-06-09,1
b: 18 - 59 let,840534001,COVID-19,2025-07-17,1
b: 18 - 59 let,840534001,COVID-19,2025-08-12,1
b: 18 - 59 let,840534001,COVID-19,2025-08-28,6
b: 18 - 59 let,840534001,COVID-19,2025-09-23,1
b: 18 - 59 let,840534001,COVID-19,2025-09-26,6
b: 18 - 59 let,840534001,COVID-19,2025-09-29,4
b: 18 - 59 let,840534001,COVID-19,2025-10-02,25
b: 18 - 59 let,840534001,COVID-19,2025-10-09,34
b: 18 - 59 let,840534001,COVID-19,2025-10-15,10
b: 18 - 59 let,840534001,COVID-19,2025-10-18,1
b: 18 - 59 let,840534001,COVID-19,2025-10-25,60
b: 18 - 59 let,840534001,COVID-19,2025-10-28,143
b: 18 - 59 let,840534001,COVID-19,2025-10-31,1
b: 18 - 59 let,840534001,COVID-19,2025-11-07,162
b: 18 - 59 let,840534001,COVID-19,2025-11-10,139
b: 18 - 59 let,840534001,COVID-19,2025-11-13,110
b: 18 - 59 let,840534001,COVID-19,2025-11-26,108
d: 70 - 79 let,46233009,Gripa,2023-09-28,18
d: 70 - 79 let,46233009,Gripa,2023-10-05,274
d: 70 - 79 let,46233009,Gripa,2023-10-11,870
d: 70 - 79 let,46233009,Gripa,2023-10-14,42
d: 70 - 79 let,46233009,Gripa,2023-10-21,723
d: 70 - 79 let,46233009,Gripa,2023-10-24,1257
d: 70 - 79 let,46233009,Gripa,2023-10-27,899
d: 70 - 79 let,46233009,Gripa,2023-11-03,509
d: 70 - 79 let,46233009,Gripa,2023-11-06,673
d: 70 - 79 let,46233009,Gripa,2023-11-09,1057
d: 70 - 79 let,46233009,Gripa,2023-11-12,1
d: 70 - 79 let,46233009,Gripa,2023-11-22,640
d: 70 - 79 let,46233009,Gripa,2023-11-25,48
d: 70 - 79 let,46233009,Gripa,2023-11-28,462
d: 70 - 79 let,46233009,Gripa,2023-12-05,329
d: 70 - 79 let,46233009,Gripa,2023-12-08,221
d: 70 - 79 let,46233009,Gripa,2023-12-11,169
d: 70 - 79 let,46233009,Gripa,2023-12-14,249
d: 70 - 79 let,46233009,Gripa,2023-12-18,110
d: 70 - 79 let,46233009,Gripa,2023-12-21,237
d: 70 - 79 let,46233009,Gripa,2023-12-27,31
d: 70 - 79 let,46233009,Gripa,2024-01-03,25
d: 70 - 79 let,46233009,Gripa,2024-01-09,95
d: 70 - 79 let,46233009,Gripa,2024-01-12,51
d: 70 - 79 let,46233009,Gripa,2024-01-19,18
d: 70 - 79 let,46233009,Gripa,2024-01-22,25
d: 70 - 79 let,46233009,Gripa,2024-01-25,34
d: 70 - 79 let,46233009,Gripa,2024-02-07,7
d: 70 - 79 let,46233009,Gripa,2024-02-20,1
d: 70 - 79 let,46233009,Gripa,2024-03-07,2
d: 70 - 79 let,46233009,Gripa,2024-03-13,1
d: 70 - 79 let,46233009,Gripa,2024-04-02,1
d: 70 - 79 let,46233009,Gripa,2024-09-25,2
d: 70 - 79 let,46233009,Gripa,2024-10-02,210
d: 70 - 79 let,46233009,Gripa,2024-10-05,2
d: 70 - 79 let,46233009,Gripa,2024-10-08,1179
d: 70 - 79 let,46233009,Gripa,2024-10-15,1319
d: 70 - 79 let,46233009,Gripa,2024-10-18,1029
d: 70 - 79 let,46233009,Gripa,2024-10-21,906
d: 70 - 79 let,46233009,Gripa,2024-10-24,1640
d: 70 - 79 let,46233009,Gripa,2024-11-06,865
d: 70 - 79 let,46233009,Gripa,2024-11-09,284
d: 70 - 79 let,46233009,Gripa,2024-11-16,191
d: 70 - 79 let,46233009,Gripa,2024-11-19,512
d: 70 - 79 let,46233009,Gripa,2024-11-22,470
d: 70 - 79 let,46233009,Gripa,2024-11-29,323
d: 70 - 79 let,46233009,Gripa,2024-12-02,231
d: 70 - 79 let,46233009,Gripa,2024-12-05,292
d: 70 - 79 let,46233009,Gripa,2024-12-08,2
d: 70 - 79 let,46233009,Gripa,2024-12-18,77
d: 70 - 79 let,46233009,Gripa,2024-12-24,23
d: 70 - 79 let,46233009,Gripa,2024-12-31,10
d: 70 - 79 let,46233009,Gripa,2025-01-03,10
d: 70 - 79 let,46233009,Gripa,2025-01-06,80
d: 70 - 79 let,46233009,Gripa,2025-01-09,403
d: 70 - 79 let,46233009,Gripa,2025-01-13,181
d: 70 - 79 let,46233009,Gripa,2025-01-16,162
d: 70 - 79 let,46233009,Gripa,2025-01-22,81
d: 70 - 79 let,46233009,Gripa,2025-01-29,22
d: 70 - 79 let,46233009,Gripa,2025-02-04,15
d: 70 - 79 let,46233009,Gripa,2025-02-07,11
d: 70 - 79 let,46233009,Gripa,2025-02-14,2
d: 70 - 79 let,46233009,Gripa,2025-02-17,4
d: 70 - 79 let,46233009,Gripa,2025-02-20,6
d: 70 - 79 let,46233009,Gripa,2025-03-05,1
d: 70 - 79 let,46233009,Gripa,2025-03-24,2
d: 70 - 79 let,46233009,Gripa,2025-04-03,1
d: 70 - 79 let,46233009,Gripa,2025-04-09,1
d: 70 - 79 let,46233009,Gripa,2025-05-08,1
d: 70 - 79 let,46233009,Gripa,2025-10-06,1
d: 70 - 79 let,46233009,Gripa,2025-10-13,84
d: 70 - 79 let,46233009,Gripa,2025-10-16,200
d: 70 - 79 let,46233009,Gripa,2025-10-22,3017
d: 70 - 79 let,46233009,Gripa,2025-10-29,1484
d: 70 - 79 let,46233009,Gripa,2025-11-01,4
d: 70 - 79 let,46233009,Gripa,2025-11-04,2131
d: 70 - 79 let,46233009,Gripa,2025-11-11,1350
d: 70 - 79 let,46233009,Gripa,2025-11-14,969
d: 70 - 79 let,46233009,Gripa,2025-11-17,723
d: 70 - 79 let,46233009,Gripa,2025-11-20,804
d: 70 - 79 let,46233009,Gripa,2025-11-27,568
c: 60 - 69 let,46233009,Gripa,2023-10-02,48
c: 60 - 69 let,46233009,Gripa,2023-10-05,237
c: 60 - 69 let,46233009,Gripa,2023-10-11,593
c: 60 - 69 let,46233009,Gripa,2023-10-18,747
c: 60 - 69 let,46233009,Gripa,2023-10-21,480
c: 60 - 69 let,46233009,Gripa,2023-10-24,906
c: 60 - 69 let,46233009,Gripa,2023-10-31,2
c: 60 - 69 let,46233009,Gripa,2023-11-03,342
c: 60 - 69 let,46233009,Gripa,2023-11-06,476
c: 60 - 69 let,46233009,Gripa,2023-11-09,756
c: 60 - 69 let,46233009,Gripa,2023-11-16,599
c: 60 - 69 let,46233009,Gripa,2023-11-22,533
c: 60 - 69 let,46233009,Gripa,2023-11-25,21
c: 60 - 69 let,46233009,Gripa,2023-12-02,16
c: 60 - 69 let,46233009,Gripa,2023-12-05,266
c: 60 - 69 let,46233009,Gripa,2023-12-08,169
c: 60 - 69 let,46233009,Gripa,2023-12-15,170
c: 60 - 69 let,46233009,Gripa,2023-12-18,88
c: 60 - 69 let,46233009,Gripa,2023-12-21,204
c: 60 - 69 let,46233009,Gripa,2024-01-03,26
c: 60 - 69 let,46233009,Gripa,2024-01-09,83
c: 60 - 69 let,46233009,Gripa,2024-01-16,46
c: 60 - 69 let,46233009,Gripa,2024-01-19,26
c: 60 - 69 let,46233009,Gripa,2024-01-22,15
c: 60 - 69 let,46233009,Gripa,2024-01-29,11
c: 60 - 69 let,46233009,Gripa,2024-02-01,15
c: 60 - 69 let,46233009,Gripa,2024-02-07,8
c: 60 - 69 let,46233009,Gripa,2024-02-14,9
c: 60 - 69 let,46233009,Gripa,2024-03-01,1
c: 60 - 69 let,46233009,Gripa,2024-03-04,2
c: 60 - 69 let,46233009,Gripa,2024-03-07,2
c: 60 - 69 let,46233009,Gripa,2024-04-05,1
c: 60 - 69 let,46233009,Gripa,2024-04-15,1
c: 60 - 69 let,46233009,Gripa,2024-09-26,5
c: 60 - 69 let,46233009,Gripa,2024-10-02,153
c: 60 - 69 let,46233009,Gripa,2024-10-05,2
c: 60 - 69 let,46233009,Gripa,2024-10-12,12
c: 60 - 69 let,46233009,Gripa,2024-10-15,958
c: 60 - 69 let,46233009,Gripa,2024-10-18,793
c: 60 - 69 let,46233009,Gripa,2024-10-21,668
c: 60 - 69 let,46233009,Gripa,2024-10-28,456
c: 60 - 69 let,46233009,Gripa,2024-11-03,2
c: 60 - 69 let,46233009,Gripa,2024-11-06,688
c: 60 - 69 let,46233009,Gripa,2024-11-13,653
c: 60 - 69 let,46233009,Gripa,2024-11-16,152
c: 60 - 69 let,46233009,Gripa,2024-11-19,419
c: 60 - 69 let,46233009,Gripa,2024-11-26,429
c: 60 - 69 let,46233009,Gripa,2024-11-29,244
c: 60 - 69 let,46233009,Gripa,2024-12-02,201
c: 60 - 69 let,46233009,Gripa,2024-12-05,264
c: 60 - 69 let,46233009,Gripa,2024-12-12,140
c: 60 - 69 let,46233009,Gripa,2024-12-18,73
c: 60 - 69 let,46233009,Gripa,2024-12-28,1
c: 60 - 69 let,46233009,Gripa,2024-12-31,7
c: 60 - 69 let,46233009,Gripa,2025-01-03,8
c: 60 - 69 let,46233009,Gripa,2025-01-10,251
c: 60 - 69 let,46233009,Gripa,2025-01-13,128
c: 60 - 69 let,46233009,Gripa,2025-01-16,117
c: 60 - 69 let,46233009,Gripa,2025-01-29,21
c: 60 - 69 let,46233009,Gripa,2025-02-04,11
c: 60 - 69 let,46233009,Gripa,2025-02-11,8
c: 60 - 69 let,46233009,Gripa,2025-02-14,6
c: 60 - 69 let,46233009,Gripa,2025-02-17,2
c: 60 - 69 let,46233009,Gripa,2025-02-24,1
c: 60 - 69 let,46233009,Gripa,2025-02-27,4
c: 60 - 69 let,46233009,Gripa,2025-03-05,1
c: 60 - 69 let,46233009,Gripa,2025-03-12,2
c: 60 - 69 let,46233009,Gripa,2025-03-18,1
c: 60 - 69 let,46233009,Gripa,2025-03-31,1
c: 60 - 69 let,46233009,Gripa,2025-05-05,1
c: 60 - 69 let,46233009,Gripa,2025-07-28,1
c: 60 - 69 let,46233009,Gripa,2025-10-10,19
c: 60 - 69 let,46233009,Gripa,2025-10-13,78
c: 60 - 69 let,46233009,Gripa,2025-10-16,139
c: 60 - 69 let,46233009,Gripa,2025-10-23,1901
c: 60 - 69 let,46233009,Gripa,2025-10-29,1162
c: 60 - 69 let,46233009,Gripa,2025-11-01,6
c: 60 - 69 let,46233009,Gripa,2025-11-08,553
c: 60 - 69 let,46233009,Gripa,2025-11-11,1247
c: 60 - 69 let,46233009,Gripa,2025-11-14,889
c: 60 - 69 let,46233009,Gripa,2025-11-17,699
c: 60 - 69 let,46233009,Gripa,2025-11-24,468
c: 60 - 69 let,46233009,Gripa,2025-11-27,495
d: 70 - 79 let,840534001,COVID-19,2023-09-22,4
d: 70 - 79 let,840534001,COVID-19,2023-10-11,212
d: 70 - 79 let,840534001,COVID-19,2023-10-21,407
d: 70 - 79 let,840534001,COVID-19,2023-10-24,315
d: 70 - 79 let,840534001,COVID-19,2023-10-27,378
d: 70 - 79 let,840534001,COVID-19,2023-10-30,22
d: 70 - 79 let,840534001,COVID-19,2023-11-06,178
d: 70 - 79 let,840534001,COVID-19,2023-11-09,330
d: 70 - 79 let,840534001,COVID-19,2023-11-15,314
d: 70 - 79 let,840534001,COVID-19,2023-11-22,219
d: 70 - 79 let,840534001,COVID-19,2023-11-25,47
d: 70 - 79 let,840534001,COVID-19,2023-11-28,151
d: 70 - 79 let,840534001,COVID-19,2023-12-01,209
d: 70 - 79 let,840534001,COVID-19,2023-12-05,114
d: 70 - 79 let,840534001,COVID-19,2023-12-08,110
d: 70 - 79 let,840534001,COVID-19,2023-12-11,49
d: 70 - 79 let,840534001,COVID-19,2023-12-14,185
d: 70 - 79 let,840534001,COVID-19,2023-12-21,270
d: 70 - 79 let,840534001,COVID-19,2023-12-27,7
d: 70 - 79 let,840534001,COVID-19,2024-01-09,27
d: 70 - 79 let,840534001,COVID-19,2024-01-12,37
d: 70 - 79 let,840534001,COVID-19,2024-01-15,16
d: 70 - 79 let,840534001,COVID-19,2024-01-22,8
d: 70 - 79 let,840534001,COVID-19,2024-01-25,18
d: 70 - 79 let,840534001,COVID-19,2024-02-07,3
d: 70 - 79 let,840534001,COVID-19,2024-02-13,13
d: 70 - 79 let,840534001,COVID-19,2024-02-20,2
d: 70 - 79 let,840534001,COVID-19,2024-02-23,2
d: 70 - 79 let,840534001,COVID-19,2024-02-29,2
d: 70 - 79 let,840534001,COVID-19,2024-03-07,1
d: 70 - 79 let,840534001,COVID-19,2024-03-13,1
d: 70 - 79 let,840534001,COVID-19,2024-03-29,2
d: 70 - 79 let,840534001,COVID-19,2024-04-24,2
d: 70 - 79 let,840534001,COVID-19,2024-05-07,2
d: 70 - 79 let,840534001,COVID-19,2024-06-11,2
d: 70 - 79 let,840534001,COVID-19,2024-07-23,1
d: 70 - 79 let,840534001,COVID-19,2024-08-27,2
d: 70 - 79 let,840534001,COVID-19,2024-09-06,2
d: 70 - 79 let,840534001,COVID-19,2024-09-12,1
d: 70 - 79 let,840534001,COVID-19,2024-09-19,3
d: 70 - 79 let,840534001,COVID-19,2024-09-25,2
d: 70 - 79 let,840534001,COVID-19,2024-10-02,41
d: 70 - 79 let,840534001,COVID-19,2024-10-08,73
d: 70 - 79 let,840534001,COVID-19,2024-10-11,91
d: 70 - 79 let,840534001,COVID-19,2024-10-18,137
d: 70 - 79 let,840534001,COVID-19,2024-10-21,171
d: 70 - 79 let,840534001,COVID-19,2024-10-24,380
d: 70 - 79 let,840534001,COVID-19,2024-11-06,105
d: 70 - 79 let,840534001,COVID-19,2024-11-09,66
d: 70 - 79 let,840534001,COVID-19,2024-11-16,25
d: 70 - 79 let,840534001,COVID-19,2024-11-19,71
d: 70 - 79 let,840534001,COVID-19,2024-11-22,118
d: 70 - 79 let,840534001,COVID-19,2024-11-25,72
d: 70 - 79 let,840534001,COVID-19,2024-12-02,27
d: 70 - 79 let,840534001,COVID-19,2024-12-05,68
d: 70 - 79 let,840534001,COVID-19,2024-12-11,20
d: 70 - 79 let,840534001,COVID-19,2024-12-18,16
d: 70 - 79 let,840534001,COVID-19,2025-01-03,2
d: 70 - 79 let,840534001,COVID-19,2025-01-06,5
d: 70 - 79 let,840534001,COVID-19,2025-01-09,32
d: 70 - 79 let,840534001,COVID-19,2025-01-16,28
d: 70 - 79 let,840534001,COVID-19,2025-01-22,9
d: 70 - 79 let,840534001,COVID-19,2025-02-04,1
d: 70 - 79 let,840534001,COVID-19,2025-02-07,2
d: 70 - 79 let,840534001,COVID-19,2025-02-14,1
d: 70 - 79 let,840534001,COVID-19,2025-02-17,1
d: 70 - 79 let,840534001,COVID-19,2025-02-20,2
d: 70 - 79 let,840534001,COVID-19,2025-03-21,1
d: 70 - 79 let,840534001,COVID-19,2025-05-05,1
d: 70 - 79 let,840534001,COVID-19,2025-05-21,1
d: 70 - 79 let,840534001,COVID-19,2025-06-19,4
d: 70 - 79 let,840534001,COVID-19,2025-09-04,2
d: 70 - 79 let,840534001,COVID-19,2025-09-23,1
d: 70 - 79 let,840534001,COVID-19,2025-09-30,1
d: 70 - 79 let,840534001,COVID-19,2025-10-03,15
d: 70 - 79 let,840534001,COVID-19,2025-10-06,1
d: 70 - 79 let,840534001,COVID-19,2025-10-09,14
d: 70 - 79 let,840534001,COVID-19,2025-10-16,59
d: 70 - 79 let,840534001,COVID-19,2025-10-22,374
d: 70 - 79 let,840534001,COVID-19,2025-10-29,172
d: 70 - 79 let,840534001,COVID-19,2025-11-04,250
d: 70 - 79 let,840534001,COVID-19,2025-11-07,288
d: 70 - 79 let,840534001,COVID-19,2025-11-14,70
d: 70 - 79 let,840534001,COVID-19,2025-11-17,67
d: 70 - 79 let,840534001,COVID-19,2025-11-20,134
b: 18 - 59 let,840534001,COVID-19,2023-09-01,1
b: 18 - 59 let,840534001,COVID-19,2023-09-07,3
b: 18 - 59 let,840534001,COVID-19,2023-09-14,2
b: 18 - 59 let,840534001,COVID-19,2023-09-20,2
b: 18 - 59 let,840534001,COVID-19,2023-10-06,11
b: 18 - 59 let,840534001,COVID-19,2023-10-13,93
b: 18 - 59 let,840534001,COVID-19,2023-10-16,90
b: 18 - 59 let,840534001,COVID-19,2023-10-19,199
b: 18 - 59 let,840534001,COVID-19,2023-11-01,1
b: 18 - 59 let,840534001,COVID-19,2023-11-04,48
b: 18 - 59 let,840534001,COVID-19,2023-11-11,29
b: 18 - 59 let,840534001,COVID-19,2023-11-14,118
b: 18 - 59 let,840534001,COVID-19,2023-11-17,143
b: 18 - 59 let,840534001,COVID-19,2023-11-20,62
b: 18 - 59 let,840534001,COVID-19,2023-11-27,13
b: 18 - 59 let,840534001,COVID-19,2023-11-30,171
b: 18 - 59 let,840534001,COVID-19,2023-12-06,85
b: 18 - 59 let,840534001,COVID-19,2023-12-13,58
b: 18 - 59 let,840534001,COVID-19,2023-12-19,44
b: 18 - 59 let,840534001,COVID-19,2023-12-29,1
b: 18 - 59 let,840534001,COVID-19,2024-01-04,32
b: 18 - 59 let,840534001,COVID-19,2024-01-11,45
b: 18 - 59 let,840534001,COVID-19,2024-01-17,10
b: 18 - 59 let,840534001,COVID-19,2024-01-30,4
b: 18 - 59 let,840534001,COVID-19,2024-02-02,2
b: 18 - 59 let,840534001,COVID-19,2024-02-12,2
b: 18 - 59 let,840534001,COVID-19,2024-02-15,8
b: 18 - 59 let,840534001,COVID-19,2024-02-28,1
b: 18 - 59 let,840534001,COVID-19,2024-03-05,2
b: 18 - 59 let,840534001,COVID-19,2024-03-18,1
b: 18 - 59 let,840534001,COVID-19,2024-03-21,2
b: 18 - 59 let,840534001,COVID-19,2024-03-28,3
b: 18 - 59 let,840534001,COVID-19,2024-04-10,2
b: 18 - 59 let,840534001,COVID-19,2024-04-16,1
b: 18 - 59 let,840534001,COVID-19,2024-04-19,2
b: 18 - 59 let,840534001,COVID-19,2024-07-09,1
b: 18 - 59 let,840534001,COVID-19,2024-07-25,1
b: 18 - 59 let,840534001,COVID-19,2024-08-13,2
b: 18 - 59 let,840534001,COVID-19,2024-08-16,1
b: 18 - 59 let,840534001,COVID-19,2024-09-11,7
b: 18 - 59 let,840534001,COVID-19,2024-09-17,8
b: 18 - 59 let,840534001,COVID-19,2024-09-24,8
b: 18 - 59 let,840534001,COVID-19,2024-09-27,10
b: 18 - 59 let,840534001,COVID-19,2024-09-30,7
b: 18 - 59 let,840534001,COVID-19,2024-10-03,25
b: 18 - 59 let,840534001,COVID-19,2024-10-07,13
b: 18 - 59 let,840534001,COVID-19,2024-10-10,86
b: 18 - 59 let,840534001,COVID-19,2024-10-16,65
b: 18 - 59 let,840534001,COVID-19,2024-10-23,80
b: 18 - 59 let,840534001,COVID-19,2024-10-26,21
b: 18 - 59 let,840534001,COVID-19,2024-10-29,74
b: 18 - 59 let,840534001,COVID-19,2024-11-08,60
b: 18 - 59 let,840534001,COVID-19,2024-11-11,45
b: 18 - 59 let,840534001,COVID-19,2024-11-14,152
b: 18 - 59 let,840534001,COVID-19,2024-11-27,24
b: 18 - 59 let,840534001,COVID-19,2024-11-30,6
b: 18 - 59 let,840534001,COVID-19,2024-12-10,60
b: 18 - 59 let,840534001,COVID-19,2024-12-13,25
b: 18 - 59 let,840534001,COVID-19,2024-12-16,5
b: 18 - 59 let,840534001,COVID-19,2024-12-23,4
b: 18 - 59 let,840534001,COVID-19,2025-01-08,21
b: 18 - 59 let,840534001,COVID-19,2025-01-11,1
b: 18 - 59 let,840534001,COVID-19,2025-01-14,16
b: 18 - 59 let,840534001,COVID-19,2025-01-21,13
b: 18 - 59 let,840534001,COVID-19,2025-01-24,5
b: 18 - 59 let,840534001,COVID-19,2025-01-27,2
b: 18 - 59 let,840534001,COVID-19,2025-01-30,4
b: 18 - 59 let,840534001,COVID-19,2025-02-06,7
b: 18 - 59 let,840534001,COVID-19,2025-02-12,2
b: 18 - 59 let,840534001,COVID-19,2025-02-25,2
b: 18 - 59 let,840534001,COVID-19,2025-03-13,2
b: 18 - 59 let,840534001,COVID-19,2025-04-08,1
b: 18 - 59 let,840534001,COVID-19,2025-04-17,1
b: 18 - 59 let,840534001,COVID-19,2025-05-13,1
b: 18 - 59 let,840534001,COVID-19,2025-05-23,1
b: 18 - 59 let,840534001,COVID-19,2025-06-11,1
b: 18 - 59 let,840534001,COVID-19,2025-07-10,1
b: 18 - 59 let,840534001,COVID-19,2025-08-21,1
b: 18 - 59 let,840534001,COVID-19,2025-09-12,4
b: 18 - 59 let,840534001,COVID-19,2025-09-19,13
b: 18 - 59 let,840534001,COVID-19,2025-09-22,2
b: 18 - 59 let,840534001,COVID-19,2025-09-25,13
b: 18 - 59 let,840534001,COVID-19,2025-10-14,38
b: 18 - 59 let,840534001,COVID-19,2025-10-21,191
b: 18 - 59 let,840534001,COVID-19,2025-10-24,243
b: 18 - 59 let,840534001,COVID-19,2025-10-27,52
b: 18 - 59 let,840534001,COVID-19,2025-10-30,122
b: 18 - 59 let,840534001,COVID-19,2025-11-03,92
b: 18 - 59 let,840534001,COVID-19,2025-11-06,140
b: 18 - 59 let,840534001,COVID-19,2025-11-12,99
b: 18 - 59 let,840534001,COVID-19,2025-11-19,95
b: 18 - 59 let,840534001,COVID-19,2025-11-22,46
b: 18 - 59 let,840534001,COVID-19,2025-11-25,50
e: 80 let +,46233009,Gripa,2023-09-26,2
e: 80 let +,46233009,Gripa,2023-09-29,6
e: 80 let +,46233009,Gripa,2023-10-02,31
e: 80 let +,46233009,Gripa,2023-10-09,293
e: 80 let +,46233009,Gripa,2023-10-12,595
e: 80 let +,46233009,Gripa,2023-10-18,884
e: 80 let +,46233009,Gripa,2023-10-25,855
e: 80 let +,46233009,Gripa,2023-10-28,110
e: 80 let +,46233009,Gripa,2023-11-03,410
e: 80 let +,46233009,Gripa,2023-11-10,570
e: 80 let +,46233009,Gripa,2023-11-13,458
e: 80 let +,46233009,Gripa,2023-11-16,541
e: 80 let +,46233009,Gripa,2023-11-23,625
e: 80 let +,46233009,Gripa,2023-11-29,311
e: 80 let +,46233009,Gripa,2023-12-02,14
e: 80 let +,46233009,Gripa,2023-12-12,187
e: 80 let +,46233009,Gripa,2023-12-15,113
e: 80 let +,46233009,Gripa,2023-12-18,66
e: 80 let +,46233009,Gripa,2023-12-28,31
e: 80 let +,46233009,Gripa,2024-01-10,46
e: 80 let +,46233009,Gripa,2024-01-16,28
e: 80 let +,46233009,Gripa,2024-01-23,22
e: 80 let +,46233009,Gripa,2024-01-26,17
e: 80 let +,46233009,Gripa,2024-01-29,7
e: 80 let +,46233009,Gripa,2024-02-01,11
e: 80 let +,46233009,Gripa,2024-02-14,6
e: 80 let +,46233009,Gripa,2024-02-21,6
e: 80 let +,46233009,Gripa,2024-02-27,1
e: 80 let +,46233009,Gripa,2024-03-01,1
e: 80 let +,46233009,Gripa,2024-03-11,1
e: 80 let +,46233009,Gripa,2024-09-26,50
e: 80 let +,46233009,Gripa,2024-10-09,582
e: 80 let +,46233009,Gripa,2024-10-12,8
e: 80 let +,46233009,Gripa,2024-10-15,677
e: 80 let +,46233009,Gripa,2024-10-19,226
e: 80 let +,46233009,Gripa,2024-10-22,967
e: 80 let +,46233009,Gripa,2024-10-25,802
e: 80 let +,46233009,Gripa,2024-10-28,389
e: 80 let +,46233009,Gripa,2024-11-04,294
e: 80 let +,46233009,Gripa,2024-11-07,634
e: 80 let +,46233009,Gripa,2024-11-13,604
e: 80 let +,46233009,Gripa,2024-11-20,292
e: 80 let +,46233009,Gripa,2024-11-23,67
e: 80 let +,46233009,Gripa,2024-11-26,254
e: 80 let +,46233009,Gripa,2024-11-29,216
e: 80 let +,46233009,Gripa,2024-12-06,111
e: 80 let +,46233009,Gripa,2024-12-09,54
e: 80 let +,46233009,Gripa,2024-12-12,94
e: 80 let +,46233009,Gripa,2024-12-19,96
e: 80 let +,46233009,Gripa,2025-01-07,160
e: 80 let +,46233009,Gripa,2025-01-10,173
e: 80 let +,46233009,Gripa,2025-01-13,95
